* /home/kanish/fet-based-master-slave-negative-edge-triggered-flipflop-using-sky130pdk/ms_ff/ms_ff.cir
Transient Analysis  Sun Oct 23 18:34:33  2022
--------------------------------------------------------------------------------
Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	-3.43959e-11	0.000000e+00	
1	1.000000e-06	1.654361e-24	-3.43959e-11	7.444626e-24	
2	2.000000e-06	8.271806e-25	-3.43959e-11	7.444626e-24	
3	4.000000e-06	-1.65436e-24	-3.43959e-11	-1.48893e-23	
4	8.000000e-06	2.067952e-24	-3.43958e-11	1.240771e-24	
5	1.600000e-05	-2.06795e-24	-3.43959e-11	-6.20385e-25	
6	3.200000e-05	2.171349e-24	-3.43960e-11	3.101927e-25	
7	6.400000e-05	-2.42984e-24	-3.43962e-11	2.584939e-25	
8	1.000000e-04	2.326445e-24	-3.43965e-11	-4.65289e-25	
9	1.064000e-04	-1.82712e-10	2.591542e-10	-3.21052e-10	
10	1.192000e-04	-2.01969e-10	-3.69447e-08	-3.99306e-10	
11	1.448000e-04	-3.35963e-10	-1.66298e-07	-7.36501e-10	
12	1.669243e-04	-4.06259e-11	6.229883e-10	-3.00430e-10	
13	1.883293e-04	-3.15910e-10	-4.00816e-10	-7.61180e-10	
14	2.000000e-04	-6.34134e-11	7.245489e-10	-3.75871e-10	
15	2.034257e-04	-1.48269e-15	-3.49733e-11	-1.88776e-15	
16	2.102771e-04	1.482883e-15	-3.49386e-11	1.887289e-15	
17	2.239799e-04	-1.48243e-15	-3.49734e-11	-1.88636e-15	
18	2.513854e-04	1.482393e-15	-3.49389e-11	1.886157e-15	
19	3.061965e-04	-1.48237e-15	-3.49736e-11	-1.88606e-15	
20	4.158187e-04	1.482362e-15	-3.49389e-11	1.886005e-15	
21	6.350631e-04	-1.48236e-15	-3.49739e-11	-1.88598e-15	
22	1.073552e-03	1.482354e-15	-3.49388e-11	1.885967e-15	
23	1.200000e-03	-1.48234e-15	-3.49735e-11	-1.88592e-15	
24	1.210000e-03	-1.98076e-16	-1.80818e-10	5.711830e-10	
25	1.230000e-03	2.016907e-16	-1.14696e-10	4.979177e-10	
26	1.270000e-03	-1.23004e-16	-9.24553e-07	5.955680e-10	
27	1.300000e-03	1.431831e-16	9.033218e-10	2.017520e-10	
28	1.304464e-03	5.268542e-18	-3.46221e-11	-2.67232e-14	
29	1.313392e-03	-5.26746e-18	-3.49138e-11	2.595529e-14	
30	1.331248e-03	5.266940e-18	-3.46249e-11	-2.59543e-14	
31	1.366960e-03	-5.26668e-18	-3.49142e-11	2.595300e-14	
32	1.438385e-03	5.266549e-18	-3.46251e-11	-2.59523e-14	
33	1.581233e-03	-5.26648e-18	-3.49141e-11	2.595200e-14	
34	1.866931e-03	5.266451e-18	-3.46247e-11	-2.59518e-14	
35	2.100000e-03	-5.26641e-18	-3.49142e-11	2.595163e-14	
36	2.110000e-03	1.704937e-17	4.236795e-11	-3.29528e-10	
37	2.130000e-03	4.759121e-17	-9.22870e-07	-5.36828e-10	
38	2.170000e-03	-1.63321e-16	-1.99957e-10	-5.56762e-10	
39	2.200000e-03	6.270494e-16	3.841528e-10	-5.36761e-10	
40	2.205142e-03	-1.05161e-15	-3.49652e-11	-2.45858e-15	
41	2.215426e-03	1.051787e-15	-3.49480e-11	2.458577e-15	
42	2.235995e-03	-1.05151e-15	-3.49641e-11	-2.45816e-15	
43	2.277132e-03	1.051497e-15	-3.49477e-11	2.458095e-15	
44	2.359405e-03	-1.05149e-15	-3.49644e-11	-2.45806e-15	
45	2.523952e-03	1.051485e-15	-3.49474e-11	2.458042e-15	
46	2.853047e-03	-1.05148e-15	-3.49644e-11	-2.45803e-15	
47	3.200000e-03	1.051482e-15	-3.49475e-11	2.458025e-15	
48	3.210000e-03	-1.98031e-16	-1.80818e-10	5.711830e-10	
49	3.230000e-03	2.016462e-16	-1.14696e-10	4.979177e-10	
50	3.270000e-03	-1.22959e-16	-9.24553e-07	5.955680e-10	
51	3.300000e-03	1.431387e-16	9.033218e-10	2.017520e-10	
52	3.304464e-03	5.268542e-18	-3.46220e-11	-2.67232e-14	
53	3.313392e-03	-5.26746e-18	-3.49138e-11	2.595529e-14	
54	3.331248e-03	5.266940e-18	-3.46249e-11	-2.59543e-14	

Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
55	3.366960e-03	-5.26668e-18	-3.49142e-11	2.595300e-14	
56	3.438385e-03	5.266548e-18	-3.46251e-11	-2.59523e-14	
57	3.581233e-03	-5.26648e-18	-3.49141e-11	2.595200e-14	
58	3.866931e-03	5.266451e-18	-3.46247e-11	-2.59518e-14	
59	4.100000e-03	-5.26641e-18	-3.49142e-11	2.595163e-14	
60	4.110000e-03	1.704937e-17	4.236795e-11	-3.29528e-10	
61	4.130000e-03	4.759121e-17	-9.22870e-07	-5.36828e-10	
62	4.170000e-03	-1.63321e-16	-1.99957e-10	-5.56762e-10	
63	4.200000e-03	6.270494e-16	3.841528e-10	-5.36761e-10	
64	4.205142e-03	1.934038e-10	-8.77557e-11	-2.85904e-15	
65	4.215426e-03	1.768583e-10	-7.18420e-11	2.815684e-15	
66	4.235995e-03	1.777382e-10	-1.09155e-10	-2.74190e-15	
67	4.277132e-03	2.973525e-10	-7.00571e-08	4.789301e-10	
68	4.300000e-03	8.703477e-11	3.062188e-09	-4.78781e-10	
69	4.304512e-03	-3.35191e-13	-3.22669e-11	-7.12932e-15	
70	4.313537e-03	-5.13115e-14	-3.31020e-11	6.069922e-16	
71	4.331587e-03	5.130356e-14	-3.27153e-11	-6.07884e-16	
72	4.367686e-03	-5.13049e-14	-3.31021e-11	6.097610e-16	
73	4.439884e-03	5.130401e-14	-3.27154e-11	-6.09857e-16	
74	4.584280e-03	-5.13036e-14	-3.31023e-11	6.099054e-16	
75	4.873072e-03	5.130337e-14	-3.27154e-11	-6.09929e-16	
76	5.200000e-03	-5.13032e-14	-3.31016e-11	6.099506e-16	
77	5.210000e-03	-8.48427e-17	-1.93842e-10	4.581942e-10	
